game_name,platform,release_year,genre,publisher,price,user_score,downloads
Pixel War,XBOX,2020.0,action,Unknown,0.0,8.5,500000.0
Dragon Arena,PLAYSTATION,2018.0,adventure,Sony,0.0,6.911119779634752,500000.0
Pixel War,PS4,2020.0,rpg,Sony,59.99,6.911119779634752,0.0
Sky Legends,PC,2020.0,adventure,Sony,0.0,6.911119779634752,736716.0
Call of Battle,XBOX,2019.0,adventure,Unknown,59.99,6.911119779634752,0.0
Dragon Arena,XBOX,2020.0,rpg,EA,59.99,8.5,1000000.0
Zombie Land,XBOX,2021.0,rpg,Unknown,0.0,8.5,362724.0
Zombie Land,PC,2020.0,rpg,EA,59.99,8.5,500000.0
Mystic Quest,SWITCH,2020.0,action,Unknown,0.0,4.134702669720819,0.0
Mystic Quest,PC,2020.0,action,Unknown,59.99,6.911119779634752,680445.0
Pixel War,XBOX,2019.0,adventure,Ubisoft,0.0,8.5,0.0
Zombie Land,PS4,2020.0,rpg,Unknown,59.99,6.911119779634752,415798.0
Pixel War,PC,2019.0,rpg,Unknown,0.0,8.5,500000.0
Dragon Arena,PLAYSTATION,2020.0,adventure,EA,0.0,6.911119779634752,500000.0
Mystic Quest,PS4,2021.0,action,Nintendo,0.0,6.911119779634752,500000.0
Sky Legends,SWITCH,2020.0,rpg,Unknown,59.99,6.911119779634752,1000000.0
Dragon Arena,PLAYSTATION,2020.0,adventure,Nintendo,0.0,8.5,329399.0
Speed Racer X,XBOX,2018.0,action,Nintendo,0.0,6.911119779634752,1000000.0
Sky Legends,SWITCH,2021.0,action,Sony,0.0,8.5,1000000.0
Zombie Land,XBOX,2019.0,action,Nintendo,39.99,5.059008736719861,500000.0
Call of Battle,SWITCH,2019.0,action,Sony,0.0,6.911119779634752,0.0
Zombie Land,PLAYSTATION,2020.0,rpg,Sony,59.99,1.744035632078202,1000000.0
Mystic Quest,PC,2020.0,action,Unknown,59.99,6.911119779634752,0.0
Sky Legends,PC,2018.0,shooter,EA,59.99,6.911119779634752,569373.0
Dragon Arena,PLAYSTATION,2021.0,shooter,Ubisoft,0.0,8.5,313170.0
Zombie Land,XBOX,2020.0,adventure,EA,0.0,8.787614233386659,1000000.0
Speed Racer X,XBOX,2020.0,shooter,Unknown,59.99,6.911119779634752,0.0
Speed Racer X,PC,2019.0,adventure,Ubisoft,39.99,2.862484486765894,500000.0
Sky Legends,XBOX,2020.0,shooter,Ubisoft,59.99,6.911119779634752,500000.0
Dragon Arena,PC,2020.0,adventure,EA,59.99,6.911119779634752,964398.0
Mystic Quest,XBOX,2020.0,action,Unknown,39.99,8.5,500000.0
Dragon Arena,PS4,2020.0,adventure,Unknown,0.0,6.911119779634752,500000.0
Pixel War,SWITCH,2021.0,rpg,EA,0.0,8.151387676008982,500000.0
Pixel War,XBOX,2021.0,rpg,Nintendo,0.0,1.0222577662778627,0.0
Pixel War,PLAYSTATION,2020.0,rpg,EA,39.99,8.5,1000000.0
Zombie Land,XBOX,2020.0,adventure,Nintendo,59.99,8.5,0.0
Dragon Arena,XBOX,2020.0,adventure,EA,59.99,6.911119779634752,18072.0
Dragon Arena,PS4,2021.0,rpg,EA,0.0,8.5,500000.0
Speed Racer X,XBOX,2020.0,action,Unknown,59.99,6.911119779634752,1000000.0
Call of Battle,SWITCH,2020.0,rpg,Unknown,0.0,6.911119779634752,688326.0
Pixel War,PC,2018.0,action,Sony,59.99,8.5,0.0
Call of Battle,PC,2020.0,rpg,EA,39.99,8.5,501905.0
Speed Racer X,SWITCH,2018.0,adventure,EA,59.99,6.911119779634752,0.0
Dragon Arena,XBOX,2020.0,adventure,Ubisoft,0.0,8.5,72734.0
Sky Legends,PLAYSTATION,2019.0,rpg,Nintendo,0.0,8.5,0.0
Sky Legends,PLAYSTATION,2021.0,adventure,Ubisoft,59.99,8.5,789996.0
Sky Legends,PLAYSTATION,2021.0,rpg,Sony,59.99,8.5,291421.0
Speed Racer X,PC,2020.0,shooter,Unknown,0.0,3.564287290056994,500000.0
Speed Racer X,PC,2020.0,shooter,Ubisoft,0.0,4.525759143083382,1000000.0
Zombie Land,SWITCH,2018.0,action,Sony,0.0,6.911119779634752,932895.0
Mystic Quest,XBOX,2019.0,rpg,Unknown,0.0,8.5,0.0
Dragon Arena,PC,2018.0,shooter,EA,59.99,3.359667494458604,968394.0
Dragon Arena,SWITCH,2020.0,rpg,Unknown,0.0,6.911119779634752,0.0
Call of Battle,PLAYSTATION,2020.0,shooter,Unknown,59.99,6.911119779634752,1000000.0
Dragon Arena,PS4,2020.0,rpg,Sony,0.0,6.70864822617931,0.0
Pixel War,XBOX,2019.0,action,Ubisoft,59.99,9.321649789142253,476394.0
Mystic Quest,PLAYSTATION,2020.0,adventure,Unknown,59.99,8.5,736575.0
Speed Racer X,SWITCH,2020.0,shooter,Unknown,39.99,6.911119779634752,500000.0
Speed Racer X,PLAYSTATION,2020.0,adventure,Nintendo,0.0,8.977732837665904,0.0
Mystic Quest,PC,2018.0,rpg,Unknown,0.0,6.911119779634752,500000.0
Call of Battle,SWITCH,2020.0,shooter,Ubisoft,59.99,2.4157898299101346,938708.0
Speed Racer X,PLAYSTATION,2020.0,action,EA,39.99,8.5,0.0
Mystic Quest,SWITCH,2019.0,action,EA,0.0,6.911119779634752,500000.0
Speed Racer X,SWITCH,2020.0,rpg,Nintendo,39.99,6.911119779634752,126200.0
Speed Racer X,PS4,2020.0,shooter,EA,0.0,6.911119779634752,500000.0
Dragon Arena,XBOX,2020.0,rpg,EA,0.0,6.911119779634752,500000.0
Sky Legends,XBOX,2020.0,adventure,Unknown,59.99,6.911119779634752,1000000.0
Pixel War,PC,2020.0,adventure,Ubisoft,59.99,6.911119779634752,1000000.0
Sky Legends,XBOX,2020.0,adventure,Unknown,59.99,9.55891235929099,0.0
Dragon Arena,PLAYSTATION,2020.0,rpg,EA,59.99,8.5,0.0
Call of Battle,PS4,2020.0,rpg,EA,59.99,6.911119779634752,500000.0
Zombie Land,PLAYSTATION,2018.0,shooter,EA,0.0,6.911119779634752,79465.0
Zombie Land,PLAYSTATION,2019.0,action,Nintendo,59.99,6.911119779634752,500000.0
Mystic Quest,SWITCH,2020.0,action,EA,59.99,6.911119779634752,1000000.0
Call of Battle,PS4,2021.0,rpg,Nintendo,0.0,6.911119779634752,1000000.0
Zombie Land,XBOX,2021.0,rpg,EA,59.99,6.911119779634752,867529.0
Speed Racer X,XBOX,2020.0,rpg,Ubisoft,59.99,6.911119779634752,416492.0
Pixel War,XBOX,2020.0,adventure,Ubisoft,59.99,6.911119779634752,1000000.0
Call of Battle,SWITCH,2018.0,adventure,Ubisoft,59.99,8.5,1000000.0
Dragon Arena,SWITCH,2020.0,adventure,Unknown,0.0,6.911119779634752,272393.0
Call of Battle,PC,2019.0,adventure,Sony,39.99,6.911119779634752,129479.0
Zombie Land,PC,2019.0,shooter,Sony,39.99,6.911119779634752,0.0
Pixel War,SWITCH,2019.0,rpg,Ubisoft,59.99,6.911119779634752,1000000.0
Call of Battle,PC,2020.0,shooter,Ubisoft,0.0,6.911119779634752,0.0
Call of Battle,PC,2020.0,rpg,Ubisoft,0.0,6.911119779634752,262250.0
Zombie Land,XBOX,2020.0,rpg,Sony,0.0,6.911119779634752,500000.0
Zombie Land,XBOX,2019.0,action,Nintendo,0.0,6.911119779634752,0.0
Sky Legends,XBOX,2020.0,shooter,Ubisoft,59.99,8.5,280473.0
Dragon Arena,PS4,2020.0,adventure,Sony,59.99,8.5,1000000.0
Sky Legends,XBOX,2020.0,adventure,Unknown,59.99,9.225820037156808,500000.0
Sky Legends,PC,2019.0,shooter,Ubisoft,39.99,6.911119779634752,500000.0
Speed Racer X,SWITCH,2018.0,action,EA,59.99,6.414965078005793,0.0
Call of Battle,XBOX,2020.0,action,Ubisoft,59.99,6.911119779634752,63448.0
Speed Racer X,PC,2020.0,action,EA,39.99,6.911119779634752,500000.0
Pixel War,PLAYSTATION,2021.0,shooter,EA,59.99,8.5,0.0
Dragon Arena,PLAYSTATION,2021.0,adventure,Nintendo,59.99,6.911119779634752,500000.0
Speed Racer X,PLAYSTATION,2020.0,adventure,Ubisoft,0.0,6.911119779634752,1000000.0
Pixel War,PC,2020.0,shooter,Sony,39.99,6.911119779634752,1000000.0
Sky Legends,XBOX,2020.0,shooter,Ubisoft,0.0,6.911119779634752,500000.0
Pixel War,PC,2019.0,rpg,Nintendo,59.99,6.725680932163314,500000.0
Zombie Land,PC,2020.0,action,Ubisoft,0.0,6.911119779634752,826250.0
Pixel War,PC,2018.0,rpg,Sony,0.0,8.5,0.0
Zombie Land,SWITCH,2020.0,shooter,Sony,59.99,6.911119779634752,1000000.0
Speed Racer X,SWITCH,2018.0,adventure,EA,59.99,6.911119779634752,998890.0
Call of Battle,XBOX,2019.0,rpg,Ubisoft,0.0,1.67502178939742,0.0
Pixel War,PC,2021.0,adventure,Ubisoft,0.0,8.5,57157.0
Mystic Quest,PS4,2019.0,rpg,Unknown,0.0,6.911119779634752,500000.0
Mystic Quest,PS4,2018.0,action,Sony,0.0,6.911119779634752,162050.0
Mystic Quest,PC,2021.0,action,Nintendo,39.99,6.911119779634752,1000000.0
Call of Battle,PC,2019.0,action,Unknown,59.99,6.911119779634752,885756.0
Mystic Quest,XBOX,2021.0,rpg,Sony,0.0,6.911119779634752,1000000.0
Mystic Quest,SWITCH,2020.0,action,Sony,59.99,6.911119779634752,1000000.0
Dragon Arena,XBOX,2020.0,action,Ubisoft,39.99,7.268238559419037,500000.0
Dragon Arena,PC,2021.0,adventure,Unknown,59.99,6.911119779634752,0.0
Sky Legends,PLAYSTATION,2020.0,rpg,Unknown,59.99,5.2863605297332175,414982.0
Sky Legends,PC,2020.0,adventure,Unknown,0.0,8.5,0.0
Speed Racer X,PS4,2019.0,adventure,Ubisoft,59.99,1.3840831057010146,0.0
Speed Racer X,XBOX,2020.0,action,Unknown,59.99,3.87774539885849,0.0
Sky Legends,SWITCH,2020.0,rpg,Nintendo,0.0,5.123414630103537,0.0
Call of Battle,SWITCH,2019.0,action,Unknown,0.0,6.244093781898888,970857.0
Sky Legends,XBOX,2018.0,adventure,Nintendo,39.99,6.911119779634752,0.0
Mystic Quest,SWITCH,2020.0,rpg,Unknown,0.0,8.5,0.0
Speed Racer X,PC,2020.0,adventure,Unknown,0.0,6.911119779634752,1000000.0
Call of Battle,PLAYSTATION,2021.0,rpg,Nintendo,59.99,6.911119779634752,500000.0
Dragon Arena,SWITCH,2020.0,adventure,Unknown,59.99,8.5,500000.0
Pixel War,SWITCH,2020.0,adventure,Nintendo,59.99,6.911119779634752,677913.0
Speed Racer X,SWITCH,2019.0,adventure,Sony,0.0,6.911119779634752,500000.0
Dragon Arena,PC,2020.0,adventure,Ubisoft,59.99,6.911119779634752,1000000.0
Dragon Arena,XBOX,2020.0,shooter,EA,59.99,8.5,878633.0
Speed Racer X,PC,2021.0,action,Nintendo,0.0,6.911119779634752,0.0
Sky Legends,SWITCH,2020.0,action,Unknown,59.99,6.911119779634752,0.0
Speed Racer X,XBOX,2021.0,shooter,Unknown,59.99,6.911119779634752,786342.0
Mystic Quest,PC,2021.0,action,Ubisoft,39.99,8.5,1000000.0
Pixel War,PS4,2020.0,action,Nintendo,0.0,4.685564768459879,907630.0
Zombie Land,PS4,2020.0,action,Unknown,39.99,6.911119779634752,500000.0
Pixel War,PLAYSTATION,2020.0,rpg,Sony,0.0,6.911119779634752,1000000.0
Zombie Land,XBOX,2020.0,shooter,Unknown,0.0,6.260384402579136,500000.0
Sky Legends,PLAYSTATION,2020.0,shooter,Nintendo,59.99,6.911119779634752,500000.0
Mystic Quest,PLAYSTATION,2020.0,adventure,Nintendo,59.99,6.911119779634752,1000000.0
Sky Legends,XBOX,2019.0,action,Unknown,0.0,8.5,757320.0
Pixel War,SWITCH,2020.0,rpg,Sony,0.0,4.494474289049125,1000000.0
Mystic Quest,PLAYSTATION,2020.0,action,Unknown,0.0,6.911119779634752,500000.0
Sky Legends,XBOX,2020.0,action,Unknown,0.0,2.6302227202360067,1000000.0
Pixel War,XBOX,2020.0,adventure,Unknown,39.99,6.911119779634752,687224.0
Speed Racer X,XBOX,2019.0,adventure,Nintendo,0.0,6.911119779634752,500000.0
Sky Legends,XBOX,2021.0,adventure,EA,0.0,6.911119779634752,609502.0
Zombie Land,PS4,2020.0,action,Unknown,0.0,6.911119779634752,1000000.0
Speed Racer X,PS4,2020.0,rpg,Unknown,0.0,8.5,817779.0
Zombie Land,XBOX,2020.0,action,Nintendo,0.0,6.911119779634752,1000000.0
Dragon Arena,XBOX,2019.0,shooter,Ubisoft,0.0,8.066898151279407,0.0
Pixel War,SWITCH,2021.0,rpg,Sony,0.0,6.911119779634752,500000.0
Call of Battle,XBOX,2020.0,adventure,Unknown,59.99,1.1612451306785143,1000000.0
Speed Racer X,PLAYSTATION,2020.0,rpg,Ubisoft,59.99,6.911119779634752,1000000.0
Call of Battle,XBOX,2018.0,rpg,Nintendo,0.0,6.911119779634752,500000.0
Zombie Land,PLAYSTATION,2019.0,rpg,Sony,59.99,8.5,0.0
Call of Battle,PS4,2019.0,adventure,Ubisoft,59.99,6.911119779634752,1000000.0
Call of Battle,XBOX,2020.0,adventure,EA,0.0,6.911119779634752,809713.0
Sky Legends,PC,2020.0,action,Unknown,39.99,1.1776758986273066,0.0
Zombie Land,PC,2020.0,rpg,Sony,0.0,2.378143883119927,0.0
Pixel War,PC,2020.0,shooter,Nintendo,0.0,8.5,440170.0
Sky Legends,PLAYSTATION,2020.0,action,Nintendo,59.99,6.911119779634752,1000000.0
Dragon Arena,XBOX,2020.0,shooter,Ubisoft,59.99,6.911119779634752,169163.0
Sky Legends,SWITCH,2019.0,adventure,Sony,59.99,3.1105473937440067,705258.0
Call of Battle,XBOX,2020.0,adventure,Sony,59.99,6.911119779634752,79693.0
Mystic Quest,PLAYSTATION,2019.0,rpg,Nintendo,59.99,5.178496215125335,1000000.0
Dragon Arena,PC,2020.0,rpg,Nintendo,39.99,6.911119779634752,775415.0
Call of Battle,XBOX,2020.0,action,EA,39.99,8.5,500000.0
Zombie Land,PC,2020.0,adventure,EA,59.99,8.5,0.0
Zombie Land,SWITCH,2020.0,adventure,Sony,0.0,6.911119779634752,1000000.0
Call of Battle,PS4,2020.0,adventure,EA,39.99,6.911119779634752,0.0
Dragon Arena,PC,2020.0,rpg,Ubisoft,0.0,6.911119779634752,642055.0
Dragon Arena,PLAYSTATION,2020.0,adventure,Ubisoft,0.0,9.283581870742925,0.0
Zombie Land,PC,2018.0,rpg,Unknown,59.99,6.911119779634752,1000000.0
Pixel War,XBOX,2020.0,shooter,Unknown,0.0,7.305221658677989,1000000.0
Zombie Land,XBOX,2020.0,adventure,Unknown,0.0,6.911119779634752,936394.0
Call of Battle,PLAYSTATION,2019.0,shooter,Sony,39.99,8.5,0.0
Mystic Quest,PS4,2020.0,rpg,EA,0.0,6.911119779634752,1000000.0
Call of Battle,SWITCH,2021.0,adventure,Unknown,0.0,6.911119779634752,500000.0
Call of Battle,SWITCH,2020.0,adventure,EA,59.99,4.630956930749468,585194.0
Dragon Arena,PC,2020.0,shooter,Unknown,0.0,6.911119779634752,1000000.0
Pixel War,PLAYSTATION,2021.0,rpg,Nintendo,39.99,8.5,0.0
Mystic Quest,PC,2020.0,shooter,Unknown,0.0,6.911119779634752,0.0
Call of Battle,PC,2020.0,adventure,Ubisoft,59.99,6.911119779634752,500000.0
Pixel War,PC,2018.0,action,Sony,59.99,6.911119779634752,500000.0
Sky Legends,PS4,2019.0,action,Sony,59.99,8.5,500000.0
Call of Battle,XBOX,2021.0,action,Unknown,39.99,7.049275951827317,0.0
Zombie Land,PLAYSTATION,2020.0,shooter,Ubisoft,0.0,1.0390386490023062,0.0
Dragon Arena,PC,2021.0,shooter,Ubisoft,0.0,8.5,0.0
Pixel War,PC,2020.0,rpg,Unknown,0.0,6.911119779634752,1000000.0
Mystic Quest,SWITCH,2020.0,rpg,Sony,39.99,6.911119779634752,500000.0
Dragon Arena,PLAYSTATION,2020.0,adventure,Nintendo,0.0,6.911119779634752,1000000.0
Speed Racer X,PS4,2020.0,adventure,Nintendo,0.0,8.5,1000000.0
Sky Legends,PC,2020.0,adventure,Nintendo,0.0,6.911119779634752,0.0
Sky Legends,PC,2020.0,adventure,Sony,0.0,6.911119779634752,0.0
Dragon Arena,PC,2020.0,action,EA,0.0,2.30794040469516,500000.0
Dragon Arena,XBOX,2019.0,rpg,Unknown,59.99,2.317855511266264,500000.0
Speed Racer X,XBOX,2020.0,action,Nintendo,39.99,6.911119779634752,1000000.0
Pixel War,PLAYSTATION,2020.0,rpg,Ubisoft,0.0,6.911119779634752,727596.0
Zombie Land,SWITCH,2021.0,adventure,Unknown,59.99,9.692498922117958,500000.0
Speed Racer X,PC,2020.0,adventure,Sony,39.99,6.911119779634752,1000000.0
Dragon Arena,PLAYSTATION,2019.0,rpg,Sony,59.99,9.851079912065936,1000000.0
Pixel War,PC,2018.0,rpg,EA,0.0,6.911119779634752,1000000.0
Sky Legends,XBOX,2020.0,action,Nintendo,0.0,8.5,1000000.0
Mystic Quest,PC,2018.0,adventure,Unknown,0.0,6.911119779634752,500000.0
Call of Battle,XBOX,2020.0,rpg,Unknown,59.99,6.911119779634752,1000000.0
Zombie Land,PC,2020.0,rpg,EA,59.99,8.5,500000.0
Mystic Quest,XBOX,2020.0,action,Unknown,0.0,6.911119779634752,864699.0
Call of Battle,PLAYSTATION,2020.0,rpg,Ubisoft,0.0,6.911119779634752,256671.0
Pixel War,XBOX,2021.0,adventure,EA,0.0,6.911119779634752,500000.0
Sky Legends,XBOX,2020.0,rpg,Sony,59.99,8.5,336872.0
Call of Battle,PS4,2020.0,shooter,Unknown,59.99,8.5,1000000.0
Dragon Arena,PLAYSTATION,2021.0,adventure,EA,59.99,6.911119779634752,678968.0
Pixel War,PLAYSTATION,2019.0,action,Sony,0.0,3.9854383792055903,77806.0
Speed Racer X,XBOX,2020.0,shooter,EA,0.0,6.911119779634752,0.0
Zombie Land,PLAYSTATION,2021.0,rpg,Nintendo,59.99,4.5055168051994485,561814.0
Pixel War,PLAYSTATION,2020.0,action,Unknown,0.0,1.4096516840751332,376075.0
Mystic Quest,XBOX,2020.0,rpg,Unknown,59.99,6.911119779634752,0.0
Dragon Arena,PLAYSTATION,2018.0,rpg,Ubisoft,0.0,6.911119779634752,500000.0
Pixel War,PS4,2020.0,adventure,Unknown,0.0,4.358174634102916,1000000.0
Call of Battle,PC,2018.0,shooter,Unknown,0.0,5.8343684369901485,1000000.0
Pixel War,PLAYSTATION,2020.0,rpg,Ubisoft,0.0,6.911119779634752,1000000.0
Speed Racer X,PS4,2020.0,adventure,Nintendo,59.99,6.911119779634752,894650.0
Dragon Arena,XBOX,2020.0,rpg,Unknown,0.0,1.6583011494269515,263865.0
Speed Racer X,PLAYSTATION,2020.0,rpg,Nintendo,59.99,8.5,500000.0
Sky Legends,PC,2019.0,rpg,Sony,0.0,6.911119779634752,1000000.0
Sky Legends,PC,2020.0,adventure,Nintendo,0.0,6.911119779634752,1000000.0
Pixel War,PLAYSTATION,2020.0,rpg,Nintendo,39.99,6.911119779634752,0.0
Zombie Land,SWITCH,2020.0,adventure,Nintendo,0.0,8.5,677909.0
Dragon Arena,XBOX,2020.0,adventure,Ubisoft,0.0,2.7678873640977724,763760.0
Call of Battle,XBOX,2020.0,adventure,EA,39.99,6.911119779634752,1000000.0
Call of Battle,PC,2020.0,shooter,Unknown,0.0,8.5,0.0
Speed Racer X,XBOX,2020.0,adventure,Nintendo,59.99,6.911119779634752,0.0
Mystic Quest,PC,2018.0,adventure,Ubisoft,39.99,6.911119779634752,1000000.0
Dragon Arena,PC,2019.0,rpg,Ubisoft,59.99,6.911119779634752,1000000.0
Pixel War,PLAYSTATION,2021.0,rpg,EA,59.99,8.5,500000.0
Mystic Quest,PS4,2018.0,adventure,Ubisoft,0.0,6.911119779634752,0.0
Zombie Land,PC,2018.0,adventure,Nintendo,59.99,6.911119779634752,500000.0
Dragon Arena,PLAYSTATION,2020.0,shooter,Unknown,0.0,6.911119779634752,384041.0
Sky Legends,XBOX,2021.0,action,Unknown,0.0,6.911119779634752,0.0
Sky Legends,PC,2020.0,action,Sony,59.99,6.911119779634752,500000.0
Speed Racer X,PS4,2019.0,action,Nintendo,0.0,7.455724376086859,1000000.0
Zombie Land,XBOX,2020.0,adventure,EA,0.0,6.911119779634752,1000000.0
Pixel War,XBOX,2021.0,action,Ubisoft,59.99,6.911119779634752,1000000.0
Pixel War,PC,2018.0,shooter,Ubisoft,59.99,8.5,0.0
Sky Legends,PC,2020.0,action,Unknown,0.0,6.911119779634752,994267.0
Speed Racer X,SWITCH,2020.0,rpg,Sony,59.99,6.911119779634752,1000000.0
Dragon Arena,PC,2020.0,adventure,Ubisoft,0.0,6.911119779634752,500000.0
Zombie Land,PC,2020.0,action,Ubisoft,0.0,4.469156944676628,1000000.0
Sky Legends,XBOX,2020.0,adventure,Sony,39.99,2.3460507426381043,0.0
Sky Legends,PC,2018.0,adventure,Unknown,0.0,7.7714483593229025,1000000.0
Sky Legends,PC,2020.0,action,Unknown,0.0,6.911119779634752,389368.0
Pixel War,PC,2021.0,action,Sony,39.99,6.911119779634752,618661.0
Zombie Land,PS4,2020.0,rpg,Ubisoft,39.99,6.911119779634752,0.0
Mystic Quest,PS4,2018.0,adventure,Unknown,39.99,6.911119779634752,124552.0
Zombie Land,PLAYSTATION,2019.0,adventure,Nintendo,0.0,8.5,500000.0
Mystic Quest,XBOX,2020.0,rpg,Unknown,59.99,6.911119779634752,1000000.0
Zombie Land,PC,2020.0,shooter,Sony,59.99,6.911119779634752,500000.0
Mystic Quest,PC,2020.0,adventure,Unknown,0.0,7.622041875441496,1000000.0
Zombie Land,XBOX,2020.0,action,EA,59.99,6.911119779634752,840756.0
Speed Racer X,SWITCH,2020.0,action,EA,39.99,6.911119779634752,457526.0
Call of Battle,XBOX,2019.0,rpg,EA,0.0,6.911119779634752,0.0
Sky Legends,PLAYSTATION,2020.0,rpg,Unknown,0.0,8.5,0.0
Zombie Land,PC,2019.0,adventure,Unknown,39.99,8.5,1000000.0
Sky Legends,PS4,2020.0,action,Nintendo,59.99,8.5,500000.0
Dragon Arena,SWITCH,2020.0,adventure,Sony,0.0,6.911119779634752,17112.0
Call of Battle,PC,2020.0,adventure,Unknown,0.0,6.911119779634752,1000000.0
Zombie Land,SWITCH,2020.0,action,Nintendo,59.99,4.664211634964815,586766.0
Sky Legends,XBOX,2020.0,action,Unknown,59.99,6.911119779634752,0.0
Zombie Land,PC,2021.0,adventure,Ubisoft,39.99,6.911119779634752,0.0
Sky Legends,XBOX,2018.0,rpg,EA,59.99,8.5,1000000.0
Dragon Arena,XBOX,2021.0,rpg,Unknown,0.0,6.911119779634752,500000.0
Call of Battle,SWITCH,2020.0,adventure,Nintendo,59.99,8.5,500000.0
Mystic Quest,PS4,2020.0,rpg,Ubisoft,0.0,8.5,1000000.0
Speed Racer X,PLAYSTATION,2019.0,adventure,Nintendo,59.99,8.5,500000.0
Speed Racer X,XBOX,2018.0,action,EA,0.0,6.911119779634752,644644.0
Dragon Arena,XBOX,2020.0,action,Sony,59.99,6.911119779634752,500000.0
Zombie Land,PS4,2020.0,shooter,Nintendo,0.0,6.911119779634752,135475.0
Sky Legends,XBOX,2021.0,rpg,Unknown,59.99,6.911119779634752,1000000.0
Zombie Land,PC,2020.0,shooter,Sony,59.99,7.202894941536839,1000000.0
Zombie Land,PC,2018.0,rpg,Nintendo,0.0,8.5,500000.0
Speed Racer X,XBOX,2021.0,shooter,Nintendo,59.99,6.911119779634752,0.0
Pixel War,XBOX,2020.0,rpg,Sony,59.99,6.911119779634752,1000000.0
Dragon Arena,PC,2020.0,rpg,Ubisoft,0.0,6.911119779634752,1000000.0
Dragon Arena,PLAYSTATION,2019.0,rpg,EA,59.99,8.5,500000.0
Dragon Arena,SWITCH,2020.0,rpg,Unknown,39.99,6.911119779634752,1000000.0
Call of Battle,PS4,2020.0,rpg,Sony,39.99,6.911119779634752,500000.0
Mystic Quest,XBOX,2020.0,shooter,Unknown,39.99,3.319433429071773,432762.0
Mystic Quest,XBOX,2020.0,shooter,Ubisoft,0.0,6.911119779634752,500000.0
Mystic Quest,XBOX,2020.0,shooter,Sony,39.99,7.628735482859396,500000.0
Zombie Land,PLAYSTATION,2019.0,adventure,Ubisoft,0.0,6.911119779634752,0.0
Dragon Arena,PC,2018.0,action,Nintendo,59.99,6.911119779634752,500000.0
Sky Legends,PLAYSTATION,2021.0,rpg,Sony,39.99,6.911119779634752,0.0
Zombie Land,PS4,2019.0,adventure,EA,59.99,6.911119779634752,987120.0
Speed Racer X,PS4,2021.0,action,EA,59.99,6.911119779634752,576074.0
Call of Battle,XBOX,2021.0,shooter,EA,59.99,8.5,0.0
Mystic Quest,PS4,2019.0,adventure,Nintendo,0.0,8.5,1000000.0
Call of Battle,PC,2020.0,rpg,Nintendo,39.99,6.911119779634752,500000.0
Sky Legends,SWITCH,2019.0,adventure,Unknown,59.99,6.911119779634752,0.0
Sky Legends,PLAYSTATION,2020.0,shooter,Nintendo,59.99,8.5,844797.0
Zombie Land,XBOX,2020.0,rpg,Nintendo,59.99,3.732156240157801,1000000.0
Mystic Quest,XBOX,2021.0,shooter,EA,0.0,6.911119779634752,315164.0
Dragon Arena,SWITCH,2020.0,rpg,Unknown,59.99,6.911119779634752,1000000.0
Zombie Land,PC,2021.0,rpg,Ubisoft,59.99,6.911119779634752,0.0
Speed Racer X,XBOX,2018.0,rpg,Unknown,59.99,6.911119779634752,500000.0
Mystic Quest,PLAYSTATION,2020.0,shooter,Nintendo,0.0,2.692005631933646,1000000.0
Mystic Quest,PC,2020.0,rpg,Unknown,0.0,6.911119779634752,1000000.0
Mystic Quest,PC,2019.0,action,Unknown,59.99,2.673438383273731,500000.0
Speed Racer X,PLAYSTATION,2021.0,adventure,EA,59.99,1.81177284833903,1000000.0
Mystic Quest,SWITCH,2020.0,adventure,Sony,59.99,5.173160204830864,347290.0
Dragon Arena,XBOX,2019.0,action,Nintendo,39.99,6.911119779634752,1000000.0
Speed Racer X,XBOX,2020.0,adventure,Sony,39.99,8.5,0.0
Speed Racer X,PLAYSTATION,2018.0,action,Sony,0.0,6.911119779634752,1000000.0
Zombie Land,SWITCH,2020.0,rpg,Nintendo,59.99,6.6624782871762935,781900.0
Mystic Quest,SWITCH,2020.0,rpg,Ubisoft,59.99,8.5,1000000.0
Pixel War,SWITCH,2020.0,action,Ubisoft,39.99,3.48490039454603,1000000.0
Call of Battle,PC,2020.0,adventure,Unknown,0.0,8.5,390439.0
Speed Racer X,PS4,2021.0,action,Unknown,0.0,4.045798870754533,500000.0
Pixel War,PS4,2020.0,shooter,EA,59.99,6.911119779634752,500000.0
Dragon Arena,SWITCH,2020.0,action,EA,0.0,8.5,263874.0
Zombie Land,PLAYSTATION,2021.0,shooter,Nintendo,0.0,8.5,1000000.0
Sky Legends,XBOX,2020.0,adventure,Sony,59.99,6.911119779634752,1000000.0
Call of Battle,PC,2019.0,rpg,Nintendo,39.99,6.911119779634752,477136.0
Dragon Arena,PLAYSTATION,2020.0,rpg,Unknown,59.99,6.911119779634752,500000.0
Dragon Arena,PC,2019.0,rpg,Unknown,59.99,6.911119779634752,0.0
Speed Racer X,PC,2020.0,rpg,Unknown,59.99,6.911119779634752,500000.0
Call of Battle,PC,2020.0,adventure,EA,59.99,8.5,188316.0
Speed Racer X,PC,2021.0,action,EA,59.99,6.911119779634752,0.0
Sky Legends,PC,2020.0,shooter,Nintendo,59.99,6.911119779634752,753715.0
Call of Battle,PS4,2020.0,rpg,EA,0.0,8.209179541097956,0.0
Dragon Arena,XBOX,2020.0,adventure,EA,39.99,6.911119779634752,43627.0
